dismissal_dataset_id,coname,gvkey,fyear,co_per_rol,exec_fullname,departure_code,CEO_left_due_to
5332,MATRIX SERVICE CO,23195,2011,33685,Michael J. Bradley,6,New Opportunity
5334,BARNES & NOBLE EDUCATION INC,23208,2016,51395,Max J. Roberts,5,Retired
5341,ORBITAL ATK INC,23220,2003,17266,Paul David Miller,5,Retired
5342,ORBITAL ATK INC,23220,2009,25913,Daniel J. Murphy Jr.,5,Retired
5343,ORBITAL ATK INC,23220,2015,27946,Mark W. DeYoung,7,Other
5344,ORBITAL ATK INC,23220,2017,51399,David W. Thompson,5,Retired
5347,CABLE ONE INC,23225,2016,51402,Thomas O. Might,5,Retired
5354,BIOLASE INC,23291,2005,36163,Robert E. Grant,6,New Opportunity
5358,BIOLASE INC,23291,2014,36159,Federico Pignatelli,7,Other
5361,CATHAY GENERAL BANCORP,23500,2016,30418,Dunson K. Cheng,5,Retired
5363,INFOCUS CORP,23528,2004,20178,John V. Harker,5,Retired
5365,INFOCUS CORP,23528,2008,34701,Robert G. O'Malley,7,Other
5368,HAYNES INTERNATIONAL INC,23587,2008,44481,Francis Petro,5,Retired
5369,HAYNES INTERNATIONAL INC,23587,2018,44486,Mark M. Comerford,5,Retired
5371,MBNA CORP,23592,2003,2553,Charles M. Cawley,5,Retired
5372,MBNA CORP,23592,2004,2555,Bruce L. Hammonds,7,Other
5376,SONIC CORP,23697,2018,7967,J. Clifford Hudson,7,Other
5378,ZILOG INC,23700,2008,33526,Darin G. Billerbeck,7,Other
5381,DORMAN PRODUCTS INC,23753,2015,46832,Steven L. Berman,5,Retired
5382,DORMAN PRODUCTS INC,23753,2018,46829,Mathias J. Barton,5,Retired
5384,ATMEL CORP,23767,2015,33503,Steven A. Laub,5,Retired
5388,WORLDWIDE RESTAURANT CONCEPT,23769,2004,17469,Charles L. Boppell,7,Other
5389,MAVERICK TUBE CORP,23774,2005,31770,C. Robert Bunch,7,Other
5392,PS BUSINESS PARKS,23793,2015,31535,Joseph D. Russell Jr.,5,Retired
5396,AUTOZONE INC,23809,2000,11791,John C. Adams Jr.,5,Retired
5397,AUTOZONE INC,23809,2005,23143,Stephen A. Odland,6,New Opportunity
5403,ION GEOPHYSICAL CORP,23810,2002,20134,Timothy J. Probert,5,Retired
5404,ION GEOPHYSICAL CORP,23810,2011,27769,Robert P. Peebler,5,Retired
5405,ION GEOPHYSICAL CORP,23810,2018,33058,R. Brian Hanson,5,Retired
5407,LASER VISION CENTERS INC,23819,2000,18209,John J. Klobnak,7,Other
5408,GANNETT CO INC -OLD,23821,2018,51408,Robert J. Dickey,7,Other
5410,COLUMBIA PIPELINE GROUP INC,23827,2015,51415,Robert C. Skaggs Jr.,7,Other
5415,COVENTRY HEALTH CARE INC,23877,2003,12909,Allen F. Wise,7,Other
5417,COVENTRY HEALTH CARE INC,23877,2012,12909,Allen F. Wise,5,Retired
5422,PMC-SIERRA INC,23943,2014,38300,Gregory S. Lang,7,Other
5428,UNITED STATES STEEL CORP,23978,2004,2563,Thomas J. Usher,5,Retired
5429,UNITED STATES STEEL CORP,23978,2013,23705,John P. Surma Jr.,5,Retired
5435,APRIA HEALTHCARE GROUP INC,23988,2007,17015,Lawrence Mead Higby,7,Other
5436,APRIA HEALTHCARE GROUP INC,23988,2012,44162,Norman C. Payson,5,Retired
5437,MEDIMMUNE INC,24008,2000,8049,Wayne T. Hockmeyer,5,Retired
5438,MEDIMMUNE INC,24008,2006,8054,David M. Mott,7,Other
5440,HAEMONETICS CORP,24021,2002,22438,James L. Peterson,5,Retired
5441,HAEMONETICS CORP,24021,2008,25914,Brad Nutter,5,Retired
5442,HAEMONETICS CORP,24021,2014,29531,Brian P. Concannon,5,Retired
5443,HAEMONETICS CORP,24021,2015,53433,Ronald G. Gelbman,7,Other
5445,JONES GROUP INC,24032,2001,10174,Sidney Kimmel,7,Other
5447,JONES GROUP INC,24032,2013,10177,Wesley R. Card,7,Other
5453,IMMULOGIC PHARMACEUTICAL CP,24068,2000,17580,J. Richard Crowley,7,Other
5455,WISCONSIN CENTRAL TRANSPORTN,24069,2000,14530,"Thomas F. Power, Jr.",7,Other
5459,PANERA BREAD CO,24113,2009,8074,Ronald M. Shaich,5,Retired
5460,PANERA BREAD CO,24113,2012,20124,William W. Moreton,5,Retired
5463,FIRSTCASH INC,24157,2006,33294,J. Alan Barron,5,Retired
5467,DSW INC,24171,2015,54822,Michael R. MacDonald,5,Retired
5469,LABONE INC,24184,2004,36808,W. Thomas Grant II,7,Other
5470,OSI RESTAURANT PARTNERS INC,24186,2004,9342,Chris T. Sullivan,5,Retired
5471,OSI RESTAURANT PARTNERS INC,24186,2009,28929,A. William Allen III,5,Retired
5472,OSI RESTAURANT PARTNERS INC,24186,2011,41323,Elizabeth A. Smith,7,Other
5474,NEIGHBORCARE INC,24187,2003,26165,Robert H. Fish,7,Other
5475,NEIGHBORCARE INC,24187,2004,27652,John J. Arlotta,7,Other
5480,INTEGRATED CIRCUIT SYSTEMS,24190,2004,9347,Hock E. Tan,7,Other
5483,IDEXX LABS INC,24197,2001,8091,David E. Shaw,7,Other
5485,OSTEOTECH INC,24198,2005,17530,Richard W. Bauer,5,Retired
5486,OSTEOTECH INC,24198,2009,29456,Sam Owusu-Akyaw,7,Other
5489,AES CORP,24216,2011,21200,Paul T. Hanrahan,5,Retired
5491,REHABCARE GROUP INC,24219,2002,23080,Alan C. Henderson,5,Retired
5493,COR THERAPEUTICS INC,24220,2000,8097,Vaughn M. Kailian,7,Other
5495,CURATIVE HEALTH SERVICES INC,24224,2001,14899,John C. Prior,7,Other
5496,CURATIVE HEALTH SERVICES INC,24224,2004,25977,Joseph Feshbach,7,Other
5497,CORVEL CORP,24225,2011,39447,Daniel J. Starck,6,New Opportunity
5498,CORVEL CORP,24225,2018,39446,Victor Gordon Clemons Sr.,5,Retired
5499,HANCOCK WHITNEY CORP,24232,2006,33992,George A. Schloegel,5,Retired
5501,HANCOCK WHITNEY CORP,24232,2014,33993,Carl Jesse Chaney,5,Retired
5504,AMBAC FINANCIAL GROUP INC,24287,2003,10807,Phillip B. Lassiter,5,Retired
5506,AMBAC FINANCIAL GROUP INC,24287,2008,37040,Michael A. Callen,7,Other
5508,AMBAC FINANCIAL GROUP INC,24287,2014,44167,Diana N. Adams,7,Other
5509,AMBAC FINANCIAL GROUP INC,24287,2016,52746,Nader Tavakoli,5,Retired
5514,DINE BRANDS GLOBAL INC,24291,2001,8109,Richard K. Herzer,5,Retired
5516,DINE BRANDS GLOBAL INC,24291,2017,60067,Richard J. Dahl,7,Other
5521,TCSI CORP,24315,2000,22589,Norman E. Friedmann,7,Other
5524,XL GROUP LTD,24318,2007,22802,Brian Michael O'Hara,5,Retired
5525,XL GROUP LTD,24318,2017,36946,Michael S. McGavick,7,Other
5526,VERTEX PHARMACEUTICALS INC,24344,2008,8115,Joshua S. Boger,5,Retired
5533,MONRO INC,24350,2012,38642,Robert G. Gross,5,Retired
5534,MONRO INC,24350,2017,38643,John W. Van Heel,5,Retired
5538,PROGRESS SOFTWARE CORP,24352,2012,47225,Jay H. Bhatt,6,New Opportunity
5539,PROGRESS SOFTWARE CORP,24352,2016,47224,Philip M. Pead,5,Retired
5545,BUCYRUS INTERNATIONAL INC,24363,2010,37312,Timothy William Sullivan,7,Other
5547,MGIC INVESTMENT CORP/WI,24379,2014,9352,Curt Steven Culver,5,Retired
5550,OXFORD HEALTH PLANS INC,24381,2002,16825,Norman C. Payson,5,Retired
5551,OXFORD HEALTH PLANS INC,24381,2003,24055,Charles G. Berg,7,Other
5553,ROYAL APPLIANCE MFG CO,24382,2002,8138,Michael J. Merriman,7,Other
5556,TIVITY HEALTH INC,24396,2003,36816,Thomas G. Cigarran,5,Retired
5558,TIVITY HEALTH INC,24396,2015,45520,Alfred Lumsdaine,7,Other
5561,COMMUNITY FIRST BANKSHARES,24397,2003,17686,Mark A. Anderson,7,Other
5562,ZEBRA TECHNOLOGIES CP -CL A,24405,2007,8147,Edward L. Kaplan,5,Retired
5565,SYBASE INC,24409,2009,14809,John S. Chen,7,Other
5567,BMC STOCK HOLDINGS INC,24415,2008,15025,Robert E. Mellor,7,Other
5569,BMC STOCK HOLDINGS INC,24415,2018,61787,David L. Keltner,7,Other
5570,EZCORP INC -CL A,24430,2010,38343,Joseph Louis Rotunda,5,Retired
5574,PROASSURANCE CORP,24440,2006,29768,Aubrey Derrill Crowe M.D.,5,Retired
5575,PROASSURANCE CORP,24440,2018,35030,"William Stancil Starnes, Esq., J.D.",5,Retired
5577,BIOGEN INC,24468,2003,17372,William H. Rastetter,7,Other
5578,BIOGEN INC,24468,2009,27836,James C. Mullen,5,Retired
5579,BIOGEN INC,24468,2016,43871,George A. Scangos,5,Retired
5581,SEPRACOR INC,24473,2006,15918,Timothy Joseph Barberich,5,Retired
5582,SEPRACOR INC,24473,2008,35118,Adrian Adams,7,Other
5584,TECHNOLOGY SOLUTIONS CO,24474,2002,15435,Jack N. Hayden,5,Retired
5585,TECHNOLOGY SOLUTIONS CO,24474,2003,27290,Stephen B. Oresman,5,Retired
5586,TECHNOLOGY SOLUTIONS CO,24474,2005,28840,Michael R. Gorsage,7,Other
5587,TECHNOLOGY SOLUTIONS CO,24474,2006,30552,Carl F. Dill Jr.,7,Other
5588,TECHNOLOGY SOLUTIONS CO,24474,2008,32968,Milton G. Silva-Craig,7,Other
5591,BARRA INC,24486,2002,17964,Kamal Duggirala,7,Other
5592,LANDAMERICA FINANCIAL GP,24503,2004,20440,Charles H. Foster Jr.,5,Retired
5593,LANDAMERICA FINANCIAL GP,24503,2007,22076,Theodore Lindy Chandler Jr.,7,Other
5596,SHOPKO STORES INC,24522,2001,10631,William J. Podany,5,Retired
5597,SHOPKO STORES INC,24522,2002,25965,Jeffrey C. Girard,7,Other
5598,SHOPKO STORES INC,24522,2003,25964,Sammy K. Duncan,7,Other
5603,PER-SE TECHNOLOGIES INC,24531,2005,22472,Philip M. Pead,7,Other
5604,SALTON INC,24537,2007,18232,Leonhard Dreimann,7,Other
5606,STEWART ENTERPRISES -CL A,24538,2004,13213,William E. Rowe,5,Retired
5607,STEWART ENTERPRISES -CL A,24538,2006,20905,Kenneth C. Budde,5,Retired
5608,STEWART ENTERPRISES -CL A,24538,2010,33940,Thomas J. Crawford,5,Retired
5609,STEWART ENTERPRISES -CL A,24538,2012,32135,Thomas M. Kitchen,7,Other
5610,VCA INC,24539,2016,36134,Robert L. Antin,7,Other
5613,WILLIAM LYON HOMES,24544,2012,54304,William Lyon,5,Retired
5614,WILLIAM LYON HOMES,24544,2015,54296,William H. Lyon,5,Retired
5615,WILLIAM LYON HOMES,24544,2017,54305,Matthew R. Zaist,7,Other
5616,SWS GROUP INC,24547,2001,20085,David Glatstein,5,Retired
5617,SWS GROUP INC,24547,2002,24494,Don A. Buchholz,7,Other
5619,SWS GROUP INC,24547,2014,35544,James Harrell Ross,7,Other
5621,MANOR CARE INC,24607,2006,5582,Paul A. Ormond,7,Other
5623,READ-RITE CORP,24608,2001,11845,Alan S. Lowe,7,Other
5624,SPX FLOW INC,24611,2015,51621,Christopher J. Kearney,7,Other
5627,OLD DOMINION FREIGHT,24617,2007,29753,Earl E. Congdon,5,Retired
5639,CHECKERS DRIVE-IN RESTAURANT,24671,2002,21003,Daniel J. Dorsch,5,Retired
5640,CHECKERS DRIVE-IN RESTAURANT,24671,2005,22918,Keith Sirois,7,Other
5643,HORACE MANN EDUCATORS CORP,24678,2013,21588,Peter H. Heckman,5,Retired
5645,BRADLEY PHARMACEUTICL -CL A,24689,2006,36721,Daniel Glassman,7,Other
5649,INSURANCE AUTO AUCTIONS INC,24704,2000,8223,Christopher G. Knowles,5,Retired
5650,INSURANCE AUTO AUCTIONS INC,24704,2006,22065,Thomas C. O'Brien,5,Retired
5653,WABASH NATIONAL CORP,24720,2001,8226,Donald J. Ehrlich,5,Retired
5654,WABASH NATIONAL CORP,24720,2002,8229,Richard E. Dessimoz,7,Other
5655,WABASH NATIONAL CORP,24720,2006,26040,William P. Greubel,5,Retired
5656,WABASH NATIONAL CORP,24720,2017,26041,Richard J. Giromini,5,Retired
5659,WORLD ACCEPTANCE CORP/DE,24725,2002,36820,Charles D. Walters,5,Retired
5660,WORLD ACCEPTANCE CORP/DE,24725,2005,36821,Douglas R. Jones,5,Retired
5661,WORLD ACCEPTANCE CORP/DE,24725,2015,36491,Augustus Alexander McLean III,5,Retired
5662,WORLD ACCEPTANCE CORP/DE,24725,2017,49641,Janet Lewis Matricciani,7,Other
5664,KIMCO REALTY CORP,24731,2009,10903,Milton Cooper,5,Retired
5665,KIMCO REALTY CORP,24731,2015,26968,David B. Henry,5,Retired
5671,SANFILIPPO JOHN B&SON,24755,2007,54847,"Jasper B. Sanfilippo, Sr.",5,Retired
5675,PERRIGO CO PLC,24782,2000,4635,Michael J. Jandernoa,5,Retired
5676,PERRIGO CO PLC,24782,2006,20370,David T. Gibbons,5,Retired
5679,TETRA TECH INC,24783,2005,15759,Li-San Hwang,5,Retired
5684,QUALCOMM INC,24800,2005,10955,Irwin Mark Jacobs,5,Retired
5685,QUALCOMM INC,24800,2013,23209,Paul E. Jacobs,7,Other
5688,VITESSE SEMICONDUCTOR CORP,24803,2014,17932,Christopher R. Gardner,7,Other
5691,CORPORATE OFFICE PROPERT,24825,2011,38535,Randall M. Griffin,5,Retired
5694,SBS TECHNOLOGIES INC,24832,2001,22542,Christopher J. Amenson,5,Retired
5695,SBS TECHNOLOGIES INC,24832,2002,23031,Grahame E. Rance,5,Retired
5696,SBS TECHNOLOGIES INC,24832,2003,22542,Christopher J. Amenson,5,Retired
5697,SBS TECHNOLOGIES INC,24832,2005,23034,Clarence W. Peckham,7,Other
5702,PHYCOR INC,24858,2000,8268,Thompson S. Dent,7,Other
5706,NEXTEL COMMUNICATIONS INC,24870,2003,13039,Timothy M. Donahue,7,Other
5708,PDL BIOPHARMA INC,24878,2002,8273,Douglas O. Ebersole,5,Retired
5709,PDL BIOPHARMA INC,24878,2007,25657,Mark D. McDade,5,Retired
5710,PDL BIOPHARMA INC,24878,2008,34936,L. Patrick Gage,7,Other
5711,PDL BIOPHARMA INC,24878,2008,37911,Faheem Hasnain,7,Other
5712,PDL BIOPHARMA INC,24878,2018,37909,John Peter McLaughlin,5,Retired
5714,ABAXIS INC,24888,2017,35839,Clinton H. Severson,7,Other
5716,WHOLE FOODS MARKET INC,24893,2016,8282,John P. Mackey,7,Other
5722,ROPER TECHNOLOGIES INC,24925,2001,8296,Derrick N. Key,5,Retired
5724,USF CORP,24926,2000,8301,J. Campbell Carruth,5,Retired
5725,USF CORP,24926,2003,22254,Samuel K. Skinner,5,Retired
5737,CALLAWAY GOLF CO,24978,2005,29273,William C. Baker,7,Other
5739,CALLAWAY GOLF CO,24978,2011,45525,Anthony S. Thornley,7,Other
5741,LIFECELL CORP,24982,2007,35449,Paul G. Thomas,7,Other
5744,POLYMEDICA CORP,25000,2001,19929,Steven J. Lee,5,Retired
5745,POLYMEDICA CORP,25000,2003,26214,Samuel L. Shanaman,5,Retired
5746,POLYMEDICA CORP,25000,2006,29662,Patrick T. Ryan,7,Other
5749,VALASSIS COMMUNICATIONS INC,25021,2011,8329,Alan F. Schultz,5,Retired
5750,VALASSIS COMMUNICATIONS INC,25021,2012,43873,Robert A. Mason,6,New Opportunity
5751,LONE STAR STEAKHOUSE SALOON,25025,2005,10201,Jamie B. Coulter,7,Other
5756,SCICLONE PHARMACEUTICALS INC,25047,2016,33341,Friedhelm Blobel,7,Other
5758,TIME WARNER INC,25056,2000,8337,Stephen M. Case,7,Other
5761,TIME WARNER INC,25056,2017,25219,Jeffrey L. Bewkes,7,Other
5766,FINOVA GROUP INC,25061,2008,26094,Thomas Edward Mara,5,Retired
5768,LINCARE HOLDINGS INC,25062,2011,12770,John P. Byrnes,7,Other
5769,BISYS GROUP INC,25080,2002,8344,Lynn J. Mangum,7,Other
5779,CHRISTOPHER & BANKS CORP,25108,2006,22333,Joseph E. Pennington,5,Retired
5782,CHRISTOPHER & BANKS CORP,25108,2012,45955,Joel N. Waller,7,Other
5784,CHRISTOPHER & BANKS CORP,25108,2017,45955,Joel N. Waller,7,Other
5788,RARE HOSPITALITY INTL INC,25111,2006,20765,"Philip J. Hickey, Jr.",7,Other
5789,XIRCOM INC,25115,2000,8361,Dirk I. Gates,7,Other
5790,MOHAWK INDUSTRIES INC,25119,2000,8366,David L. Kolb,5,Retired
5793,LINDE PLC,25124,2006,21081,Dennis H. Reilley,5,Retired
5795,NCI BUILDING SYSTEMS INC,25130,2006,29743,A. R. Ginn Jr.,5,Retired
5796,NCI BUILDING SYSTEMS INC,25130,2017,29744,Norman C. Chambers,5,Retired
5797,NCI BUILDING SYSTEMS INC,25130,2018,52197,Donald R. Riley,7,Other
5798,ADESA INC,25146,2006,33567,David G. Gartzke,7,Other
5801,FIRST DATA CORP,25157,2001,4645,Henry C. Duques,7,Other
5803,FIRST DATA CORP,25157,2007,4645,Henry C. Duques,7,Other
5804,FIRST DATA CORP,25157,2009,35403,Michael D. Capellas,5,Retired
5805,FIRST DATA CORP,25157,2010,44752,Joe W. Forehand Jr.,7,Other
5809,TAILORED BRANDS INC,25167,2010,13443,George A. Zimmer,5,Retired
5810,TAILORED BRANDS INC,25167,2018,31311,Douglas S. Ewert,5,Retired
5811,OPTION CARE INC,25168,2006,32970,Rajat Rai,7,Other
5816,AGCO CORP,25180,2003,8383,Robert J. Ratliff,5,Retired
5818,STEIN MART INC,25186,2001,8389,Jay Steinbeck,5,Retired
5819,STEIN MART INC,25186,2002,8390,John H. Williams Jr.,5,Retired
5822,STEIN MART INC,25186,2011,37866,David H. Stovall Jr.,5,Retired
5823,STEIN MART INC,25186,2015,8389,Jay Steinbeck,5,Retired
5827,GALEY & LORD INC,25202,2000,8399,Arthur C. Wiener,7,Other
5829,MEDQUIST INC,25216,2002,15643,David A. Cohen,5,Retired
5830,MEDQUIST INC,25216,2008,33658,Howard S. Hoffmann,7,Other
5833,VALENCE TECHNOLOGY INC,25224,2000,15410,Lev M. Dawson,5,Retired
5834,VALENCE TECHNOLOGY INC,25224,2004,24722,Stephan B. Godevais,5,Retired
5839,UNIVERSAL DISPLAY CORP,25274,2007,60769,Sherwin I. Seligsohn,5,Retired
5843,BOSTON SCIENTIFIC CORP,25279,2011,39477,J. Raymond Elliott,5,Retired
5844,BOSTON SCIENTIFIC CORP,25279,2012,43876,William H. Kucheman,7,Other
5848,KOHL'S CORP,25283,2017,12926,Kevin Mansell,5,Retired
5850,NUVEEN INVESTMENTS INC,25296,2005,31886,Timothy R. Schwertfeger,5,Retired
5851,NUVEEN INVESTMENTS INC,25296,2013,31887,John Peter Amboian,5,Retired
5853,STERIS PLC,25313,2007,19728,Les C. Vinney,5,Retired
5857,FINANCIAL FEDERAL CORP,25322,2000,22545,Clarence Y. Palitz Jr.,5,Retired
5858,FINANCIAL FEDERAL CORP,25322,2009,22546,Paul R. Sinsheimer,7,Other
5865,BED BATH & BEYOND INC,25338,2002,10653,Warren Eisenberg,5,Retired
5868,D R HORTON INC,25340,2014,13859,Donald J. Tomnitz,5,Retired
5870,KRONOS INC,25341,2005,11746,Mark S. Ain,5,Retired
5871,KRONOS INC,25341,2006,11750,Aron J. Ain,7,Other
5872,EXPRESS SCRIPTS HOLDING CO,25356,2004,8435,Barrett A. Toan,5,Retired
5873,EXPRESS SCRIPTS HOLDING CO,25356,2015,16974,George Paz,5,Retired
5874,EXPRESS SCRIPTS HOLDING CO,25356,2017,50240,Timothy C. Wentworth,7,Other
5875,FINISH LINE INC -CL A,25357,2008,29545,Alan H. Cohen,5,Retired
5877,FINISH LINE INC -CL A,25357,2017,44500,Samuel M. Sato,5,Retired
5882,GENERAL CABLE CORP/DE,25405,2017,52784,Michael T. McDonnell,7,Other
5885,ULTRAMAR DIAMOND SHAMROCK,25422,2000,10992,Jean Gaulin,7,Other
5887,STARBUCKS CORP,25434,2000,10976,Howard D. Schultz,5,Retired
5888,STARBUCKS CORP,25434,2004,12970,Orin C. Smith,5,Retired
5890,STARBUCKS CORP,25434,2017,10976,Howard D. Schultz,5,Retired
5893,DYNEGY INC,25495,2002,25416,Daniel L. Dienstbier,7,Other
5894,DYNEGY INC,25495,2010,25415,Bruce A. Williamson,5,Retired
5895,DYNEGY INC,25495,2017,45962,Robert C. Flexon,7,Other
5896,SUPERIOR ENERGY SERVICES INC,25509,2009,33232,Terence E. Hall,5,Retired
5900,CENTRAL GARDEN & PET CO,25536,2012,32023,William E. Brown,5,Retired
5901,CENTRAL GARDEN & PET CO,25536,2016,48192,John R. Ranelli,5,Retired
5905,ANCHOR BANCORP WISCONSIN INC,25570,2015,42801,Chris Michael Bauer,7,Other
5910,AXA FINANCIAL INC,25573,2010,44985,Andrew John McMahon,5,Retired
5912,ZOLL MEDICAL CORP,25579,2011,8467,Richard A. Packer,6,New Opportunity
5913,CARE CAPITAL PPTYS INC,25600,2016,51623,Raymond J. Lewis,7,Other
5916,HI TECH PHARMACAL CO INC,25623,2012,42713,David S. Seltzer,7,Other
5918,EPRESENCE INC,25631,2003,15487,William P. Ferry,7,Other
5924,DISCOUNT AUTO PARTS INC,25670,2000,10662,Peter J. Fontaine,7,Other
5929,LITTELFUSE INC,25747,2004,28875,Howard B. Witt,5,Retired
5930,LITTELFUSE INC,25747,2016,28876,Gordon B. Hunter,5,Retired
5932,ASGN INC,25749,2001,19849,H. Tom Buelter,5,Retired
5933,ASGN INC,25749,2004,24595,Joseph Peterson,5,Retired
5935,ELECTRONICS FOR IMAGING INC,25774,2018,46511,Guy Gecht,5,Retired
5936,CARAUSTAR INDUSTRIES INC,25777,2004,8498,Thomas V. Brown,5,Retired
5940,MCAFEE INC,25783,2010,35511,David G. DeWalt,6,New Opportunity
5946,GTECH HOLDINGS CORP,25807,2000,22246,W. Bruce Turner,7,Other
5947,GTECH HOLDINGS CORP,25807,2001,24107,Howard S. Cohen,5,Retired
5948,GTECH HOLDINGS CORP,25807,2005,22246,W. Bruce Turner,7,Other
5949,BROOKTROUT INC,25844,2004,19826,Eric R. Giler,7,Other
5950,KEMET CORP,25848,2002,8508,David E. Maguire,5,Retired
5955,EPICOR SOFTWARE CORP -OLD,25859,2007,11664,L. George Klaus,5,Retired
5956,EPICOR SOFTWARE CORP -OLD,25859,2008,37935,Thomas F. Kelly,5,Retired
5957,EPICOR SOFTWARE CORP -OLD,25859,2010,11664,L. George Klaus,7,Other
5958,STERLING BANCSHARES INC/TX,25860,2001,20769,George Martinez,5,Retired
5959,STERLING BANCSHARES INC/TX,25860,2010,20770,J. Downey Bridgwater,7,Other
5964,MINERALS TECHNOLOGIES INC,25870,2000,10214,Jean-Paul Valles,5,Retired
5965,MINERALS TECHNOLOGIES INC,25870,2006,10217,Paul R. Saueracker,5,Retired
5966,MINERALS TECHNOLOGIES INC,25870,2012,34873,Joseph C. Muscari,5,Retired
5971,HCC INSURANCE HOLDINGS INC,25877,2008,21783,Frank Joseph Bramanti,5,Retired
5972,HCC INSURANCE HOLDINGS INC,25877,2012,21782,John Niels Molbeck Jr.,5,Retired
5973,HCC INSURANCE HOLDINGS INC,25877,2018,45538,Christopher John B. Williams,6,New Opportunity
5975,HA2003 INC,25878,2000,19764,John R. Kelley Jr.,7,Other
5977,PATTERSON COMPANIES INC,25880,2004,8534,Peter L. Frechette,5,Retired
5978,PATTERSON COS INC,25880,2009,8536,James W. Wiltz,5,Retired
5980,PATTERSON COS INC,25880,2017,8536,James W. Wiltz,7,Other
5983,RADIAN GROUP INC,25895,2004,8541,Frank P. Filipps,5,Retired
5984,RADIAN GROUP INC,25895,2016,31101,Sanford Alexander Ibrahim,5,Retired
5986,BOOKS-A-MILLION INC,25896,2003,8544,Clyde B. Anderson,5,Retired
5987,BOOKS-A-MILLION INC,25896,2008,8546,Sandra Brophy Cochran,7,Other
5988,BOOKS-A-MILLION INC,25896,2010,8544,Clyde B. Anderson,5,Retired
5989,BOOKS-A-MILLION INC,25896,2014,10676,Terrance G. Finley,7,Other
5990,QUESTCOR PHARMACEUTICALS INC,25906,2007,43489,James L. Fares,5,Retired
5991,QUESTCOR PHARMACEUTICALS INC,25906,2013,43490,Don M. Bailey,7,Other
5998,HS RESOURCES INC,25956,2000,8548,Nicholas J. Sutton,7,Other
5999,CHART INDUSTRIES INC,25964,2016,51431,Samuel F. Thomas,5,Retired
6001,SHFL ENTERTAINMENT INC,25980,2008,26657,Mark Yoseloff Ph.D.,5,Retired
6003,SHFL ENTERTAINMENT INC,25980,2010,43491,Phillip C. Peckman,7,Other
6004,SHFL ENTERTAINMENT INC,25980,2012,45541,Michael Gavin Isaacs,7,Other
6008,FRESH CHOICE INC,25981,2003,14856,Everett F. Jefferson,5,Retired
6012,HAGGAR CORP,25987,2004,8558,J. M. Haggar III,7,Other
6014,RES-CARE INC,26004,2013,36398,Ralph G. Gronefeld Jr.,5,Retired
6015,COMPUWARE CORP,26011,2010,10686,Peter Karmanos Jr.,5,Retired
6016,COMPUWARE CORP,26011,2013,29685,Robert C. Paul,7,Other
6019,BLACK BOX CORP,26012,2012,33525,R. Terry Blakemore,5,Retired
6022,SM ENERGY CO,26013,2006,8564,Mark A. Hellerstein,5,Retired
6023,SM ENERGY CO,26013,2014,33085,Anthony J. Best,5,Retired
6026,TRIDENT MICROSYSTEMS INC,26015,2007,33709,Glen M. Antle,7,Other
6031,HAYES LEMMERZ INTL INC,26019,2008,24810,Curtis J. Clawson,7,Other
6032,SEACOR HOLDINGS INC,26021,2009,17501,Charles L. Fabrikant,5,Retired
6033,SEACOR HOLDINGS INC,26021,2014,43888,ivind Lorentzen III,5,Retired
6036,HMS HOLDINGS CORP,26037,2008,34782,Robert M. Holster,5,Retired
6038,PALOMAR MED TECHNOLOGIES INC,26038,2012,31533,Joseph P. Caruso,7,Other
6039,IAC/INTERACTIVECORP,26061,2010,16402,Barry Diller,5,Retired
6040,IAC/INTERACTIVECORP,26061,2013,31245,Gregory R. Blatt,7,Other
6041,IAC/INTERACTIVECORP,26061,2014,16402,Barry Diller,7,Other
6043,GULFPORT ENERGY CORP,26069,2013,42964,James D. Palm,5,Retired
6046,HEWLETT PACKARD ENTERPRISE,26156,2018,51789,Margaret Cushing Whitman,5,Retired
6048,CSRA INC,26304,2016,51794,Lawrence B. Prior III,7,Other
6049,NORTHSTAR REALTY EUROPE CORP,26351,2018,61254,Mahbod Nia,7,Other
6052,NYFIX INC,26523,2006,25945,Robert Christian Gasser,6,New Opportunity
6053,NYFIX INC,26523,2008,33778,P. Howard Edelstein,7,Other
6055,VERSUM MATERIALS INC,26709,2018,53687,Guillermo Novo,7,Other
6060,FGL HOLDINGS,27215,2018,63005,Christopher James Littlefield,5,Retired
6064,PARAGON TRADE BRANDS INC,27755,2000,22458,Michael T. Riordan,7,Other
6065,NAUTILUS INC,27760,2003,26125,Brian R. Cook,5,Retired
6067,NAUTILUS INC,27760,2010,37966,Edward J. Bramson,5,Retired
6069,WELLPOINT HEALTH NETWRKS INC,27766,2003,11006,Leonard D. Schaeffer,7,Other
6073,SITE CENTERS CORP,27780,2014,30948,Daniel Bruce Hurwitz,6,New Opportunity
6082,QUALITY CARE PROPERTIES INC,27800,2017,54869,Mark S. Ordan,7,Other
6086,LIVANOVA PLC,27810,2015,35649,Daniel Jeffrey Moore M.B.A.,7,Other
6087,LIVANOVA PLC,27810,2016,55309,Andr-Michel Ballester,7,Other
6089,CRYOLIFE INC,27823,2014,20521,Steven G. Anderson,5,Retired
6092,ARGOSY GAMING CO,27842,2002,22763,James B. Perry,5,Retired
6093,ARGOSY GAMING CO,27842,2004,25751,Richard J. Glasier,7,Other
6094,ALLERGAN PLC,27845,2007,8592,Allen Chao,5,Retired
