dismissal_dataset_id,coname,gvkey,fyear,co_per_rol,exec_fullname,departure_code,CEO_left_due_to
4588,SOTHEBY'S,14412,2014,5536,William F. Ruprecht,3,Poor Job Performance
4590,MGM RESORTS INTERNATIONAL,14418,2008,23744,J. Terrence Lanni,4,Legal Violation
4598,WOLVERINE TUBE INC,14450,2007,16892,Johann R. Manning Jr.,3,Poor Job Performance
4612,DELL TECHNOLOGIES INC,14489,2006,13047,Kevin B. Rollins,3,Poor Job Performance
4633,OFFICE DEPOT INC,14624,2000,4483,David I. Fuente,3,Poor Job Performance
4634,OFFICE DEPOT INC,14624,2004,16210,Bruce Nelson,3,Poor Job Performance
4635,OFFICE DEPOT INC,14624,2009,30896,Stephen A. Odland,4,Legal Violation
4637,OFFICE DEPOT INC,14624,2016,48877,Roland C. Smith,3,Poor Job Performance
4641,PHOENIX TECHNOLOGIES LTD,14626,2009,33786,Woodson M. Hobbs,3,Poor Job Performance
4644,BMC SOFTWARE INC,14650,2000,4493,Max P. Watson Jr.,3,Poor Job Performance
4647,MERITAGE HOMES CORP,14790,2005,27419,John R. Landon,3,Poor Job Performance
4665,ADVANCED TISSUE SCI -CL A,14836,2001,7520,Arthur J. Benvenuto,3,Poor Job Performance
4674,STERLING CHEMICALS HLDGS INC,14885,2000,15791,Peter W. De Leeuw,3,Poor Job Performance
4678,MGP INGREDIENTS INC,14891,2013,59105,Timothy W. Newkirk,3,Poor Job Performance
4682,MERISEL INC,14895,2000,13403,Dwight A. Steffensen,3,Poor Job Performance
4683,MERISEL INC,14895,2004,13404,Timothy N. Jenson,4,Legal Violation
4687,VISX INC/DE,14897,2000,7546,Mark B. Logan,3,Poor Job Performance
4689,3D SYSTEMS CORP,14898,2015,45435,Abraham N. Reichental,3,Poor Job Performance
4692,PRIDE INTERNATIONAL INC,14908,2004,7552,Paul A. Bragg,3,Poor Job Performance
4709,CALLON PETROLEUM CO/DE,15060,2016,55626,Fred L. Callon,1,Death
4718,BECKMAN COULTER INC,15106,2010,24952,Scott T. Garrett,3,Poor Job Performance
4733,FEDERAL HOME LOAN MORTG CORP,15208,2002,2514,Leland C. Brendsel,3,Poor Job Performance
4734,FEDERAL HOME LOAN MORTG CORP,15208,2003,13185,Gregory J. Parseghian,3,Poor Job Performance
4735,FEDERAL HOME LOAN MORTG CORP,15208,2008,27227,Richard Francis Syron,3,Poor Job Performance
4750,ARMOR HOLDINGS INC,15290,2002,21937,Jonathan M. Spiller,3,Poor Job Performance
4760,MUELLER INDUSTRIES,15343,2008,7603,William D. O'Hagan,2,Illness
4766,ENTERASYS NETWORKS INC,15354,2001,19633,Piyush Patel,3,Poor Job Performance
4771,HOUSE2HOME INC,15360,2000,4533,Herbert J. Zarkin,3,Poor Job Performance
4789,TREDEGAR CORP,15459,2015,24965,Nancy M. Taylor,3,Poor Job Performance
4794,SIGNET JEWELERS LTD,15520,2017,44836,Mark S. Light,2,Illness
4796,STAPLES INC,15521,2016,9304,Ronald L. Sargent M.B.A.,3,Poor Job Performance
4809,SYMANTEC CORP,15855,2011,15300,Enrique T. Salem,3,Poor Job Performance
4810,SYMANTEC CORP,15855,2013,47884,Stephen M. Bennett,3,Poor Job Performance
4811,SYMANTEC CORP,15855,2015,49614,Michael A. Brown,3,Poor Job Performance
4812,NORTONLIFELOCK INC,15855,2018,55633,Gregory S. Clark,3,Poor Job Performance
4821,WASHINGTON MUTUAL INC,16243,2007,11001,Kerry K. Killinger,3,Poor Job Performance
4822,PEOPLE'S UNITED FINL INC,16245,2007,36578,John Albert Klein,2,Illness
4823,PEOPLE'S UNITED FINL INC,16245,2010,36579,Philip Roger Sherringham,3,Poor Job Performance
4828,CIRRUS LOGIC INC,16401,2006,17113,David Damian French,4,Legal Violation
4836,LECHTERS INC,16454,2000,10578,Donald Jonas,3,Poor Job Performance
4853,ZIX CORP,16531,2016,29193,Richard D. Spurr,3,Poor Job Performance
4859,LATTICE SEMICONDUCTOR CORP,16597,2005,7686,Cyrus Y. Tsui,4,Legal Violation
4860,LATTICE SEMICONDUCTOR CORP,16597,2007,13246,Stephen A. Skaggs,3,Poor Job Performance
4862,LATTICE SEMICONDUCTOR CORP,16597,2017,44132,Darin G. Billerbeck,3,Poor Job Performance
4873,BBX CAPITAL CORP,16681,2015,36151,Alan B. Levan,4,Legal Violation
4875,BANKUNITED FINANCIAL CORP,16684,2007,35709,Alfred R. Camner,3,Poor Job Performance
4887,ELECTRONIC ARTS INC,16721,2012,15252,John S. Riccitiello,3,Poor Job Performance
4890,MIDGARDXXI INC,16729,2001,4564,William L. Marriner,3,Poor Job Performance
4897,COMMERCE BANCORP INC/NJ,16784,2007,17552,Vernon W. Hill II,4,Legal Violation
4900,FIRST BANCORP P R,16821,2005,16706,Angel Alvarez-Perez,4,Legal Violation
4901,FIRST BANCORP P R,16821,2009,16708,Luis M. Beauchamp,4,Legal Violation
4910,ELAH HOLDINGS INC,16878,2006,7728,Louis J. Rampino,4,Legal Violation
4912,ELAH HOLDINGS INC,16878,2012,44467,Craig Forrest Noell,3,Poor Job Performance
4913,ELAH HOLDINGS INC,16878,2016,48893,Craig T. Bouchard,3,Poor Job Performance
4925,GBC BANCORP/CA,16938,2000,20101,Li-Pei Wu,3,Poor Job Performance
4939,NATIONAL PENN BANCSHARES INC,17070,2010,34951,Glenn E. Moyer,3,Poor Job Performance
4950,SANTANDER HOLDINGS USA INC,17130,2006,7764,Jay S. Sidhu,3,Poor Job Performance
4951,SANTANDER HOLDINGS USA INC,17130,2008,21529,Joseph P. Campanelli,3,Poor Job Performance
4955,SANTANDER HOLDINGS USA INC,17130,2013,45468,Jorge Moran Snchez,3,Poor Job Performance
4956,SANTANDER HOLDINGS USA INC,17130,2014,48527,Roman Suarez Blanco,3,Poor Job Performance
4960,WASHINGTON FEDERAL INC,17145,2017,20066,Roy M. Whitehead,3,Poor Job Performance
4964,CORUS BANKSHARES INC,17160,2008,34568,Robert J. Glickman,3,Poor Job Performance
4979,TRENWICK GROUP LTD,17243,2002,7776,James F. Billett Jr.,3,Poor Job Performance
4986,HEALTHMARKETS INC,17254,2002,27457,Gregory T. Mutz,3,Poor Job Performance
4987,HEALTHMARKETS INC,17254,2007,27458,William J. Gedwed,3,Poor Job Performance
4992,SOUTH FINANCIAL GROUP INC,17640,2008,15567,Mack I. Whittle Jr.,3,Poor Job Performance
4995,FIRST NBC BANK HOLDING CO,17709,2015,51362,Ashton Joseph Ryan Jr. CPA,3,Poor Job Performance
5017,BRIXMOR PROPERTY GROUP INC,18383,2015,61188,Michael A. Carroll,4,Legal Violation
5019,THIRD POINT REINSURANCE LTD,18441,2016,55657,John R. Berger,3,Poor Job Performance
5020,THIRD POINT REINSURANCE LTD,18441,2018,55656,James Robert Bredahl,3,Poor Job Performance
5038,TWITTER INC,18872,2014,60373,Richard Costolo,3,Poor Job Performance
5048,SIMMONS FIRST NATL CP -CL A,19355,2013,38689,James Thomas May,2,Illness
5052,DENNYS CORP,19398,2009,24874,Nelson J. Marchioli,3,Poor Job Performance
5059,STERLING FINANCIAL CORP/WA,19538,2009,29920,Harold B. Gilkey,3,Poor Job Performance
5065,TIME INC,19580,2016,49473,Joseph A. Ripp,2,Illness
5096,ICONIX BRAND GROUP INC,20204,2015,34691,Neil Cole,4,Legal Violation
5097,ICONIX BRAND GROUP INC,20204,2018,55260,John N. Haugh,3,Poor Job Performance
5102,OPUS BANK,20277,2017,53219,Stephen H. Gordon,3,Poor Job Performance
5106,WASHINGTON PRIME GROUP INC,20344,2016,53220,Michael P. Glimcher,3,Poor Job Performance
5110,CAESARS ENTERTAINMENT CORP,20423,2014,16398,Gary William Loveman,3,Poor Job Performance
5111,CAESARS ENTERTAINMENT CORP,20423,2018,52698,Mark P. Frissora,3,Poor Job Performance
5124,ADEPTUS HEALTH INC,20672,2015,51761,Thomas S. Hall,3,Poor Job Performance
5141,HOLOGIC INC,20904,2001,13511,S. David Ellenbogen,1,Death
5142,HOLOGIC INC,20904,2009,23369,John W. Cumming,3,Poor Job Performance
5147,PARAGON OFFSHORE PLC,20967,2016,50218,Randall D. Stilley,3,Poor Job Performance
5153,LANTHEUS HOLDINGS INC,21004,2012,55268,Donald R. Kiepert Jr.,3,Poor Job Performance
5158,BRIGHTSPHERE INVEST GRP INC,21019,2018,64504,Stephen H. Belgrad,3,Poor Job Performance
5178,TETRA TECHNOLOGIES INC/DE,21237,2008,7849,Geoffrey M. Hertel,3,Poor Job Performance
5212,ASHWORTH INC,21519,2006,13703,Randall L. Herrel Sr.,3,Poor Job Performance
5220,ORCHESTRA THERAPEUTICS INC,21659,2002,7889,Dennis J. Carlo,3,Poor Job Performance
5221,ORCHESTRA THERAPEUTICS INC,21659,2005,26155,John N. Bonfiglio,3,Poor Job Performance
5236,ANN INC,21828,2005,12890,J. Patrick Spainhour,3,Poor Job Performance
5241,CONTANGO OIL & GAS CO,22053,2012,43114,Kenneth R. Peak,2,Illness
5243,CONTANGO OIL & GAS CO,22053,2018,48910,Allan D. Keel,3,Poor Job Performance
5244,INTEGRAL SYSTEMS INC,22059,2007,36277,Peter J. Gaffney,3,Poor Job Performance
5246,INTEGRAL SYSTEMS INC,22059,2009,36666,John Higginbotham,3,Poor Job Performance
5250,ALLIED WASTE INDUSTRIES INC,22140,2004,15627,Thomas H. Van Weelden,3,Poor Job Performance
5254,TRUEBLUE INC,22207,2001,22083,Richard L. King,3,Poor Job Performance
5270,PAR PACIFIC HOLDINGS INC,22447,2009,55673,Roger A. Parker,4,Legal Violation
5271,PAR PACIFIC HOLDINGS INC,22447,2012,55674,Carl E. Lakey,3,Poor Job Performance
5278,ARCTIC CAT INC,22461,2013,38102,Claude J. Jordan,3,Poor Job Performance
5282,SWIFT TRANSPORTATION CO INC,22532,2005,17289,Jerry C. Moyes,4,Legal Violation
5285,WET SEAL INC -CL A,22612,2002,17957,Kathy Bronstein,3,Poor Job Performance
5286,WET SEAL INC -CL A,22612,2004,27523,Peter D. Whitford,3,Poor Job Performance
5287,WET SEAL INC -CL A,22612,2007,31288,Joel N. Waller,3,Poor Job Performance
5289,WET SEAL INC -CL A,22612,2011,43859,Susan P. McGalla,3,Poor Job Performance
5290,WET SEAL INC,22612,2013,47206,John D. Goodman,3,Poor Job Performance
5296,NUEVO ENERGY CO,22668,2001,19872,Douglas L. Foshee,3,Poor Job Performance
5306,O'CHARLEY'S INC,22829,2010,33160,Jeffrey D. Warne,3,Poor Job Performance
5311,VINTAGE PETROLEUM INC,22974,2003,7926,S. Craig George,3,Poor Job Performance
5326,BENCHMARK ELECTRONICS INC,23084,2016,21925,Gayla J. Delly,3,Poor Job Performance
5349,ETSY INC,23238,2016,62475,Chad Dickerson,3,Poor Job Performance
5355,BIOLASE INC,23291,2007,36160,Jeffrey W. Jones,3,Poor Job Performance
5356,BIOLASE INC,23291,2008,37683,Jake P. St. Philip,3,Poor Job Performance
5357,BIOLASE INC,23291,2010,37682,David M. Mulder,3,Poor Job Performance
5359,BIOLASE INC,23291,2015,50713,Jeffrey M. Nugent,3,Poor Job Performance
5360,BIOLASE INC,23291,2017,52736,Harold C. Flynn Jr.,3,Poor Job Performance
5364,INFOCUS CORP,23528,2007,26989,Kyle C. Ranson,3,Poor Job Performance
5370,MBNA CORP,23592,2002,2552,Alfred Lerner,1,Death
5374,CYGNUS INC,23605,2004,10611,John C. Hodgman,3,Poor Job Performance
5377,ZILOG INC,23700,2007,33530,James M. Thorburn,3,Poor Job Performance
5380,DORMAN PRODUCTS INC,23753,2010,46831,Richard N. Berman,1,Death
5383,ATMEL CORP,23767,2006,5562,George Perlegos,4,Legal Violation
5416,COVENTRY HEALTH CARE INC,23877,2008,15129,Dale Brian Wolf,3,Poor Job Performance
5421,PMC-SIERRA INC,23943,2007,22807,Robert L. Bailey,3,Poor Job Performance
5423,CEPHALON INC,23945,2010,8015,Frank Baldino Jr.,1,Death
5430,UNITED STATES STEEL CORP,23978,2016,46834,Filho Mario Longhi,3,Poor Job Performance
5446,JONES GROUP INC,24032,2007,25406,Peter Boneparth,3,Poor Job Performance
5465,DSW INC,24171,2008,54827,Heywood Wilansky,3,Poor Job Performance
5473,NEIGHBORCARE INC,24187,2002,8078,Michael R. Walker,3,Poor Job Performance
5484,IDEXX LABS INC,24197,2017,26336,Jonathan W. Ayers,2,Illness
5488,AES CORP,24216,2001,4631,Dennis W. Bakke,3,Poor Job Performance
5494,CURATIVE HEALTH SERVICES INC,24224,2000,14896,John Vakoutis,3,Poor Job Performance
5505,AMBAC FINANCIAL GROUP INC,24287,2007,12739,Robert John Genader,3,Poor Job Performance
5507,AMBAC FINANCIAL GROUP INC,24287,2011,30533,David William Wallis,3,Poor Job Performance
5515,DINE BRANDS GLOBAL INC,24291,2016,26072,Julia A. Stewart,3,Poor Job Performance
5522,TCSI CORP,24315,2001,22590,Yasushi Furukawa,3,Poor Job Performance
5527,VERTEX PHARMACEUTICALS INC,24344,2011,42328,Matthew W. Emmens,3,Poor Job Performance
5536,PROGRESS SOFTWARE CORP,24352,2008,8127,Joseph W. Alsop,3,Poor Job Performance
5537,PROGRESS SOFTWARE CORP,24352,2011,16576,Richard D. Reidy,3,Poor Job Performance
5555,MUTUAL RISK MANAGEMENT LTD,24393,2000,8142,Robert A. Mulderig,3,Poor Job Performance
5557,TIVITY HEALTH INC,24396,2014,36255,Ben R. Leedle Jr.,3,Poor Job Performance
5568,BMC STOCK HOLDINGS INC,24415,2017,52756,Peter C. Alexander,3,Poor Job Performance
5571,EZCORP INC -CL A,24430,2014,44843,Paul E. Rothamel,3,Poor Job Performance
5573,THQ INC,24436,2011,18116,Brian J. Farrell,3,Poor Job Performance
5602,PER-SE TECHNOLOGIES INC,24531,2000,17545,Allen W. Ritchie,3,Poor Job Performance
5618,SWS GROUP INC,24547,2010,24495,Donald W. Hultgren,3,Poor Job Performance
5622,READ-RITE CORP,24608,2000,8196,Cyril J. Yansouni,3,Poor Job Performance
5628,OLD DOMINION FREIGHT,24617,2017,29754,David S. Congdon,3,Poor Job Performance
5629,GOODYS FAMILY CLOTHING INC,24621,2004,15553,Robert M. Goodfriend,3,Poor Job Performance
5642,HORACE MANN EDUCATORS CORP,24678,2010,19498,Louis Gordon Lower II,4,Legal Violation
5677,PERRIGO CO PLC,24782,2015,35491,Joseph C. Papa,3,Poor Job Performance
5678,PERRIGO CO PLC,24782,2018,20372,John T. Hendrickson,3,Poor Job Performance
5687,VITESSE SEMICONDUCTOR CORP,24803,2005,11741,Louis R. Tomasetta,4,Legal Violation
5692,CORPORATE OFFICE PROPERT,24825,2015,38536,Roger A. Waesche Jr.,3,Poor Job Performance
5699,GILEAD SCIENCES INC,24856,2015,17570,John C. Martin,3,Poor Job Performance
5700,GILEAD SCIENCES INC,24856,2018,27491,John F. Milligan,3,Poor Job Performance
5707,PDL BIOPHARMA INC,24878,2001,8270,Laurence Jay Korn,3,Poor Job Performance
5717,WHOLE FOODS MARKET INC,24893,2017,18142,Walter E. Robb IV,3,Poor Job Performance
5723,ROPER TECHNOLOGIES INC,24925,2018,24901,Brian D. Jellison,2,Illness
5735,CALLAWAY GOLF CO,24978,2000,5588,Ely R. Callaway,2,Illness
5736,CALLAWAY GOLF CO,24978,2004,21507,Ronald A. Drapeau,3,Poor Job Performance
5738,CALLAWAY GOLF CO,24978,2010,31198,George Fellows,3,Poor Job Performance
5754,SCICLONE PHARMACEUTICALS INC,25047,2004,8334,Donald R. Sellers,3,Poor Job Performance
5755,SCICLONE PHARMACEUTICALS INC,25047,2005,31257,Ira D. Lawrence,2,Illness
5759,TIME WARNER INC,25056,2001,21308,Gerald M. Levin,3,Poor Job Performance
5760,TIME WARNER INC,25056,2007,21310,Richard D. Parsons Esq. J.D.,3,Poor Job Performance
5763,FINOVA GROUP INC,25061,2000,16595,Matthew M. Breyne,3,Poor Job Performance
5764,FINOVA GROUP INC,25061,2001,13265,William J. Hallinan,3,Poor Job Performance
5765,FINOVA GROUP INC,25061,2002,24664,Lawrence S. Hershfield,3,Poor Job Performance
5770,BISYS GROUP INC,25080,2004,13585,Dennis R. Sheehan,2,Illness
5771,BISYS GROUP INC,25080,2005,28171,Russell P. Fradin,3,Poor Job Performance
5772,PROVELL INC -CL A,25096,2000,8349,Mark A. Cohn,3,Poor Job Performance
5773,PROVELL INC  -CL A,25096,2001,11865,George S. Richards,3,Poor Job Performance
5776,CATALINA MARKETING CORP,25099,2003,10644,Daniel D. Granger,3,Poor Job Performance
5777,CATALINA MARKETING CORP,25099,2006,27992,L. Dick Buell,3,Poor Job Performance
5778,CHRISTOPHER & BANKS CORP,25108,2005,22332,William J. Prange,2,Illness
5780,CHRISTOPHER & BANKS CORP,25108,2009,35464,Lorna E. Nagler,3,Poor Job Performance
5781,CHRISTOPHER & BANKS CORP,25108,2011,44493,Larry C. Barenbaum,3,Poor Job Performance
5783,CHRISTOPHER & BANKS CORP,25108,2016,47574,LuAnn Via,3,Poor Job Performance
5785,ICU MEDICAL INC,25110,2013,28178,George A. Lopez,3,Poor Job Performance
5802,FIRST DATA CORP,25157,2005,4646,Charles T. Fote,3,Poor Job Performance
5806,FIRST DATA CORP,25157,2012,44497,Jonathan J. Judge,2,Illness
5815,AGCO CORP,25180,2001,8384,John M. Shumejda,1,Death
5820,STEIN MART INC,25186,2007,8392,Michael D. Fisher,3,Poor Job Performance
5821,STEIN MART INC,25186,2008,35044,Linda McFarland Farthing,3,Poor Job Performance
5824,STEIN MART INC,25186,2016,55297,Dawn H. Robertson,3,Poor Job Performance
5831,MEDQUIST INC,25216,2010,38433,"Peter L. Masanotti, J.D.",3,Poor Job Performance
5835,VALENCE TECHNOLOGY INC,25224,2006,31712,James R. Akridge,3,Poor Job Performance
5836,VALENCE TECHNOLOGY INC,25224,2011,33559,Robert L. Kanode,3,Poor Job Performance
5842,BOSTON SCIENTIFIC CORP,25279,2009,19073,James R. Tobin,3,Poor Job Performance
5847,KOHL'S CORP,25283,2007,4653,R. Lawrence Montgomery,3,Poor Job Performance
5866,BED BATH & BEYOND INC,25338,2018,13067,Steven H. Temares,3,Poor Job Performance
5876,FINISH LINE INC -CL A,25357,2015,29546,Glenn S. Lyon,3,Poor Job Performance
5878,COLUMBIA BANKING SYSTEM INC,25376,2016,35324,Melanie J. Dressel,1,Death
5880,SPACELABS MEDICAL INC,25390,2000,8441,Carl A. Lombardi,3,Poor Job Performance
5881,GENERAL CABLE CORP/DE,25405,2014,44504,Gregory B. Kenny,3,Poor Job Performance
5889,STARBUCKS CORP,25434,2007,26617,James L. Donald,3,Poor Job Performance
5892,DYNEGY INC,25495,2001,18407,Charles L. Watson,3,Poor Job Performance
5899,CENTRAL GARDEN & PET CO,25536,2007,32022,Glenn W. Novotny,3,Poor Job Performance
5904,ANCHOR BANCORP WISCONSIN INC,25570,2008,15906,Douglas J. Timmerman,3,Poor Job Performance
5922,LTC PROPERTIES INC,25665,2006,30693,Andre C. Dimitriadis Ph.D.,2,Illness
5934,ASGN INC,25749,2018,27741,Peter T. Dameris,2,Illness
5937,CARAUSTAR INDUSTRIES INC,25777,2008,25879,Michael J. Keough,3,Poor Job Performance
5938,MCAFEE INC,25783,2000,17710,William L. Larson,3,Poor Job Performance
5939,MCAFEE INC,25783,2006,24532,George Samenuk,4,Legal Violation
5951,KEMET CORP,25848,2004,25676,Jeffrey A. Graves,3,Poor Job Performance
5952,KEMET CORP,25848,2018,29609,Per-Olof Loof,4,Legal Violation
5967,MINERALS TECHNOLOGIES INC,25870,2014,48943,Robert S. Wetherbee,3,Poor Job Performance
5968,MINERALS TECHNOLOGIES INC,25870,2016,34873,Joseph C. Muscari,1,Death
5970,HCC INSURANCE HOLDINGS INC,25877,2006,21781,Stephen L. Way,3,Poor Job Performance
5979,PATTERSON COMPANIES INC,25880,2016,33463,Scott P. Anderson,3,Poor Job Performance
5996,PEOPLESOFT INC,25944,2003,19347,Craig A. Conway,4,Legal Violation
6000,CHART INDUSTRIES INC,25964,2017,54858,William C. Johnson,3,Poor Job Performance
6002,SHFL ENTERTAINMENT INC,25980,2009,39498,Timothy J. Parrott,2,Illness
6018,BLACK BOX CORP,26012,2006,17734,Fred C. Young,4,Legal Violation
6020,BLACK BOX CORP,26012,2015,26034,Michael McAndrew,3,Poor Job Performance
6021,BLACK BOX CORP,26012,2017,53673,Eslie C. Sykes,3,Poor Job Performance
6025,TRIDENT MICROSYSTEMS INC,26015,2006,14818,Frank C. Lin,4,Legal Violation
6027,TRIDENT MICROSYSTEMS INC,26015,2010,35908,Sylvia D. Summers Couder,3,Poor Job Performance
6028,UNIVERSAL INSURANCE HLDGS,26016,2012,48556,Bradley Ian Meier,3,Poor Job Performance
6030,HAYES LEMMERZ INTL INC,26019,2001,8568,Ranko Cucuz,4,Legal Violation
6044,GULFPORT ENERGY CORP,26069,2018,42963,Michael G. Moore,4,Legal Violation
6047,QUORUM HEALTH CORP,26157,2017,53245,Thomas D. Miller,3,Poor Job Performance
6051,NYFIX INC,26523,2005,20239,Peter K. Hansen,3,Poor Job Performance
6061,ADIENT PLC,27333,2018,60581,R. Bruce McDonald,3,Poor Job Performance
6066,NAUTILUS INC,27760,2007,27721,Greggory C. Hammann,3,Poor Job Performance
6068,NAUTILUS INC,27760,2019,45544,Bruce M. Cazenave,3,Poor Job Performance
6072,SITE CENTERS CORP,27780,2009,30946,Scott Alan Wolstein,3,Poor Job Performance
6074,SITE CENTERS CORP,27780,2016,35379,David John Oakes CFA,4,Legal Violation
6077,CHESAPEAKE ENERGY CORP,27786,2012,31032,Aubrey K. McClendon,4,Legal Violation
6079,CREE INC,27794,2001,18559,F. Neal Hunter,4,Legal Violation
6080,CREE INC,27794,2017,18560,Charles M. Swoboda,2,Illness
6085,LIVANOVA PLC,27810,2006,28079,Robert P. Cummins,3,Poor Job Performance
6095,ALLERGAN PLC,27845,2014,35646,Paul M. Bisaro,3,Poor Job Performance
6105,SONICBLUE INC,27903,2001,17020,Kenneth F. Potashner,3,Poor Job Performance
6114,AVID TECHNOLOGY INC,27925,2017,49651,Louis Hernandez Jr.,4,Legal Violation
6121,PACIFIC SUNWEAR CALIF INC,27937,2004,16168,Greg H. Weaver,3,Poor Job Performance
6122,PACIFIC SUNWEAR CALIF INC,27937,2006,29097,Seth R. Johnson,3,Poor Job Performance
6123,PACIFIC SUNWEAR CALIF INC,27937,2008,32689,Sally Frame Kasaks,3,Poor Job Performance
6126,SHOE CARNIVAL INC,27938,2012,8613,Mark L. Lemond,2,Illness
6130,PILLOWTEX CORP,27957,2000,8622,Charles M. Hansen Jr.,3,Poor Job Performance
6136,TRICORD SYSTEMS INC,27969,2001,12773,Joan M. Wrabetz,3,Poor Job Performance
6141,CHICOS FAS INC,27981,2008,10700,Scott A. Edmonds,3,Poor Job Performance
6142,CHICOS FAS INC,27981,2015,38038,David F. Dyer,3,Poor Job Performance
6146,APPLIED SIGNAL TECHNOLOGY,27997,2007,36145,Gary L. Yancey,3,Poor Job Performance
6153,GYMBOREE CORP,28018,2016,47585,Mark Breitbard,3,Poor Job Performance
6162,GGP INC,28119,2008,35603,John L. Bucksbaum SCSM,3,Poor Job Performance
6163,GGP INC,28119,2010,37464,Adam Spencer Metz,3,Poor Job Performance
6168,SANMINA CORP,28139,2018,38731,Robert K. Eulau,3,Poor Job Performance
6171,WIND RIVER SYSTEMS INC,28145,2002,20194,Thomas St. Dennis,3,Poor Job Performance
6183,ARCONIC INC,28192,2016,53933,Klaus-Christian Kleinfeld,4,Legal Violation
6187,POLYONE CORP,28194,2005,10710,Thomas A. Waltermire,3,Poor Job Performance
6196,BLANCH E W HOLDINGS INC,28231,2000,17235,Edgar W. Blanch Jr.,4,Legal Violation
6200,AUSPEX SYSTEMS INC,28253,2000,11761,Bruce N. Moore,3,Poor Job Performance
6207,ELLIS PERRY INTL INC,28303,2015,35260,George Feldenkreis,3,Poor Job Performance
6218,TRANSOCEAN LTD,28338,2014,30452,Steven Leon Newman Ph.D.,3,Poor Job Performance
6230,ORTHOFIX MEDICAL INC,28380,2012,54346,Robert S. Vaters,3,Poor Job Performance
6235,PAPA JOHNS INTERNATIONAL INC,28397,2017,17117,John H. Schnatter,4,Legal Violation
6238,LENOX GROUP INC,28414,2007,17377,Susan E. Engel,3,Poor Job Performance
6241,LIBBEY INC,28462,2015,45562,Stephanie A. Streeter,3,Poor Job Performance
6249,ELECTROGLAS INC,28502,2003,13472,Curtis S. Wozniak,3,Poor Job Performance
6252,DELTA & PINE LAND CO,28524,2000,13126,Roger D. Malkin,2,Illness
6259,SIMON WORLDWIDE INC,28556,2000,8685,Patrick D. Brady,3,Poor Job Performance
6260,SIMON WORLDWIDE INC,28556,2001,19606,Allan I. Brown,4,Legal Violation
6265,STONE ENERGY CORP,28564,2016,28912,David H. Welch,3,Poor Job Performance
6268,BRINKS CO,28590,2015,45563,Thomas Clayton Schievelbein,3,Poor Job Performance
6287,QRS CORP,28700,2001,17474,John S. Simon,3,Poor Job Performance
6297,BORGWARNER INC,28742,2018,45566,James R. Verrier,3,Poor Job Performance
6301,SPARTANNASH CO,28762,2018,33488,David M. Staples,3,Poor Job Performance
6315,PHILADELPHIA CONS HLDG CORP,28858,2007,23077,James Joseph Maguire Jr.,4,Legal Violation
6316,META FINANCIAL GROUP INC,28866,2018,55716,J. Tyler Haahr,3,Poor Job Performance
6319,KEURIG DR PEPPER INC,28877,2012,35716,Lawrence J. Blanford,3,Poor Job Performance
6322,COLONIAL PROPERTIES TRUST,28900,2008,22962,C. Reynolds Thompson III,3,Poor Job Performance
6329,BARNES & NOBLE INC,28924,2014,46223,Michael P. Huseby,3,Poor Job Performance
6330,BARNES & NOBLE INC,28924,2015,53700,Ronald D. Boire,3,Poor Job Performance
6332,BARNES & NOBLE INC,28924,2017,55728,Demos Parneros,4,Legal Violation
6334,MARRIOTT INTL INC,28930,2017,21212,Arne M. Sorenson,1,Death
6339,OM GROUP INC,29001,2004,15155,James P. Mooney,3,Poor Job Performance
6347,ULTIMATE ELECTRONICS INC,29021,2003,20663,J. Edward McEntire,3,Poor Job Performance
6353,TRIAD GUARANTY INC,29055,2008,33035,Mark Kristian Tonnesen,3,Poor Job Performance
6361,CREDENCE SYSTEMS CORP,29085,2006,19936,David A. Ranhoff,3,Poor Job Performance
6364,MERCURY INTERACTIVE CORP,29095,2005,15361,Amnon Landan,4,Legal Violation
6382,ITRON INC,29133,2011,28525,Malcolm Unsworth,3,Poor Job Performance
6386,URBAN OUTFITTERS INC,29150,2011,36129,Glen T. Senk,3,Poor Job Performance
6390,UNIVERSAL FOREST PRODS INC,29156,2010,10742,Michael B. Glenn,2,Illness
6403,VIAVI SOLUTIONS INC,29241,2000,16516,Kevin N. Kalkhoven,2,Illness
6423,ALIMCO FINANCIAL CORP,29323,2005,19983,N. Damodar Reddy,3,Poor Job Performance
6426,GATEWAY INC,29345,2000,16329,Jeffrey Weitzen,3,Poor Job Performance
6428,GATEWAY INC,29345,2005,29075,Wayne R. Inouye,3,Poor Job Performance
6461,JAGGED PEAK ENERGY INC,29565,2017,62579,"Joseph N. Jaggers, III",2,Illness
6465,CELADON GROUP INC,29612,2012,49658,Stephen Russell,2,Illness
6466,CELADON GROUP INC,29612,2016,49660,Paul A. Will,3,Poor Job Performance
6469,STEEL CONNECT INC,29621,2001,16310,David S. Wetherell,3,Poor Job Performance
6470,STEEL CONNECT INC,29621,2004,26511,George A. McMillan,3,Poor Job Performance
6471,STEEL CONNECT INC,29621,2012,30013,Joseph C. Lawler,3,Poor Job Performance
6479,SFN GROUP INC,29647,2000,15205,Raymond Marcy,3,Poor Job Performance
6480,SFN GROUP INC,29647,2003,24407,Cinda A. Hallman,2,Illness
6492,DSP GROUP INC,29722,2005,29529,Inon Beracha,3,Poor Job Performance
